в	0.04153281711262226
и	0.06596244352853518
к	0.03757156196063267
т	0.06143152215944995
о	0.11019834570439604
р	0.04645797768492931
л	0.04792364209116546
е	0.0820545710054986
г	0.016612749582653474
ч	0.015273468078885567
п	0.028285248097182792
н	0.06674337668707027
ы	0.02022692333084969
ь	0.018563196167014063
у	0.02914917898271195
ю	0.0060946739981325515
ж	0.009101455289690362
з	0.01768794740962208
а	0.08493496939458817
д	0.02812679789110321
й	0.011861129712243108
м	0.03438369471926962
с	0.05238476991709659
б	0.016495798240070924
щ	0.003412338366642459
э	0.003540607581087836
ш	0.008616673111565921
я	0.018814075659973402
х	0.00980316334518566
ф	0.002386184651079442
ц	0.004078206494572138
ъ	0.0002886057325020985
ё	1.8863119771378988e-06
